X,Y,SLR,TR,Slope,Elevation
-124.71,48.13,-1.9421768707482991,2.67666,2.5441475,10
-124.71,48.39,-2.789115646258503,2.52541,10.552784,-58
-124.7,48.25,-2.071428571428571,2.67726,1.3397528,-11
-124.69,47.93,-1.9625850340136055,2.6476,0.0619414,-27
-124.69,48.04,-1.9659863945578229,2.66766,1.3971843,-1
-124.69,48.34,-2.210884353741496,2.66722,3.5898306,33
-124.58,47.87,-1.683673469387755,2.6448,4.1431251,-9
-124.58,48.37,-2.663265306122449,2.43327,6.7776074,40
-124.57,42.84,-0.4727891156462584,2.25053,2.1470525,-6
-124.52,42.75,-0.4727891156462584,2.2215,0.9539901,-1
-124.51,42.9,-0.4727891156462584,2.2736,0.667099,1
-124.48,47.78,-1.8945578231292517,2.6485,4.008306,-2
-124.47,42.97,-0.4727891156462584,2.2842,0.1276952,3
-124.46,48.32,-2.891156462585034,2.35556,6.1399837,89
-124.45,42.67,-0.47619047619047616,2.2104,1.2604978,-32
-124.44,42.44,-0.8061224489795917,2.17881,0.9909633,-1
-124.44,43.05,-0.95578231292517,2.2937,0.989511,7
-124.43,42.32,-0.7108843537414966,2.12894,4.200882,-13
-124.43,42.33,-0.7108843537414966,2.13431,8.5722589,45
-124.43,42.34,-0.7108843537414966,2.13673,4.0749655,-8
-124.43,42.39,-0.8061224489795917,2.15615,0.3830806,-7
-124.43,42.42,-0.8061224489795917,2.1701,0.692492,-5
-124.43,42.42,-0.8061224489795917,2.1701,0.692492,-5
-124.43,43.12,-0.95578231292517,2.31519,1.4030029,14
-124.42,42.32,-0.7108843537414966,2.12759,3.5175288,19
-124.42,42.43,-0.8061224489795917,2.17481,6.7062049,61
-124.42,42.46,-0.836734693877551,2.1864,4.3829393,56
-124.42,42.5,-0.836734693877551,2.1903,2.4947829,21
-124.42,47.71,-1.9614512471655325,2.64671,2.9371941,10
-124.41,40.44,2.030612244897959,1.90824,5.2098727,28
-124.41,42.25,-0.7108843537414966,2.10229,2.5379355,24
-124.41,42.28,-0.7108843537414966,2.1141,1.1117902,0
-124.41,42.3,-0.7108843537414966,2.12065,4.0498118,34
-124.4,42.24,-0.7403628117913832,2.09489,4.0763683,1
-124.4,43.19,-0.95578231292517,2.31045,1.6466807,3
-124.4,43.31,-0.9523809523809523,2.31225,3.6757736,3
-124.39,42.23,-0.7403628117913832,2.09075,4.8720274,19
-124.39,42.57,-0.8333333333333333,2.1989,3.9825461,35
-124.39,43.27,-0.9523809523809523,2.31235,2.2633915,-2
-124.39,47.64,-1.86734693877551,2.64551,3.2010469,19
-124.38,42.2,-0.7403628117913832,2.08005,1.9090828,-15
-124.38,42.21,-0.7403628117913832,2.08355,2.1964245,-2
-124.37,40.35,1.5816326530612246,1.90351,1.4130429,-11
-124.37,40.54,2.030612244897959,1.93045,4.5903697,29
-124.37,42.15,-0.7403628117913832,2.06269,3.3163726,-16
-124.37,42.16,-0.7403628117913832,2.0663,3.5040724,-14
-124.37,42.17,-0.7403628117913832,2.06965,3.2639096,-14
-124.37,42.19,-0.7403628117913832,2.0763,7.1527801,-14
-124.36,40.26,0.921768707482993,1.91272,6.7191119,76
-124.36,42.12,-0.7482993197278911,2.05205,3.6271784,-13
-124.36,42.12,-0.7482993197278911,2.05205,3.6271784,-13
-124.36,42.14,-0.7482993197278911,2.05921,2.569031,-9
-124.36,42.14,-0.7482993197278911,2.05921,2.569031,-9
-124.36,42.16,-0.7403628117913832,2.0669,7.3080645,62
-124.36,42.17,-0.7403628117913832,2.07025,5.5207191,71
-124.36,47.55,-1.7074829931972788,2.64205,1.3141097,6
-124.35,42.1,-0.7482993197278911,2.04334,3.8247335,23
-124.35,42.11,-0.7482993197278911,2.0476,5.5292497,19
-124.35,42.13,-0.7482993197278911,2.0557,7.6295981,45
-124.35,47.48,-1.7482993197278909,2.63975,1.0684772,-2
-124.33,43.36,-0.95578231292517,2.32717,0.5301178,-7
-124.33,47.39,-1.5476190476190474,2.6361,1.8994006,-1
-124.33,48.28,-2.5986394557823123,2.29196,3.355444,-11
-124.32,40.63,2.0340136054421767,1.92275,0.2358644,0
-124.32,42.08,-0.7891156462585033,2.03205,2.7054,46
-124.32,43.35,-0.95578231292517,2.32698,1.1638188,-8
-124.29,40.2,-0.22108843537414966,1.86819,8.71136,42
-124.29,42.04,-1.1224489795918366,2.01515,1.3097259,-7
-124.29,43.43,-0.95578231292517,2.26455,0.5107682,0
-124.29,47.33,-1.5408163265306123,2.6337,2.5864725,29
-124.28,42.05,-0.7891156462585033,2.01419,1.7526515,28
-124.28,43.42,-0.95578231292517,2.469,0.3233401,-6
-124.27,40.72,2.0340136054421767,1.97676,0.9433778,-12
-124.26,41.77,-0.8163265306122448,2.05395,0.2627932,-16
-124.26,41.78,-0.8163265306122448,2.05219,0.8263438,-10
-124.26,43.5,-0.95578231292517,2.23845,0.3531157,-1
-124.25,41.78,-0.8163265306122448,2.05215,0.9446474,13
-124.24,40.76,2.0340136054421767,2.00629,0.2019034,-18
-124.24,42.02,-1.1224489795918366,2.001,1.6530687,-1
-124.23,40.74,2.0340136054421767,2.08066,0.602515,-16
-124.23,40.76,2.0340136054421767,2.05009,0.5608852,-14
-124.23,43.45,-0.9523809523809523,2.5573,1.303858,16
-124.23,43.58,-0.9489795918367345,2.2094,0.6959455,-2
-124.22,41.75,-0.9625850340136054,2.07111,0.6858824,-5
-124.22,43.43,-0.9591836734693877,2.554,2.8135157,-7
-124.22,47.25,-1.5102040816326532,2.6334,1.6018482,33
-124.21,40.15,-0.7619047619047619,1.861,5.6184597,10
-124.21,40.77,2.0340136054421767,2.09778,0.180588,-10
-124.21,40.77,2.0340136054421767,2.09778,0.180588,-10
-124.21,40.8,2.0340136054421767,2.0136,1.1736618,-11
-124.21,41.86,-0.8775510204081632,2.016,0.0619414,3
-124.21,41.92,-0.8979591836734693,1.98635,0.3073724,-1
-124.21,41.99,-1.1224489795918366,1.9885,2.3266783,2
-124.21,43.67,-0.9115646258503401,2.18461,0.6510935,-7
-124.2,40.76,2.0340136054421767,2.08268,0.4727364,-18
-124.2,47.18,-1.445578231292517,2.6293,1.1261411,-1
-124.2,48.25,-2.6156462585034013,2.23378,12.9444571,-26
-124.19,41.75,-0.9625850340136054,2.09295,0.3729312,3
-124.18,40.81,1.9455782312925167,2.18839,0.6660199,-7
-124.18,43.76,-0.9047619047619048,2.20745,0.9295552,1
-124.18,47.09,-1.452380952380952,2.6214,0.2637041,0
-124.17,40.86,1.9455782312925167,2.01575,0.6100288,3
-124.17,46.93,-1.3741496598639455,2.63586,0.687628,3
-124.17,47.01,-1.3095238095238095,2.6149,0.2637041,4
-124.16,41.14,1.7653061224489794,2.01986,4.3520489,-13
-124.16,41.73,-0.8639455782312925,2.0894,0.5544359,-6
-124.16,43.85,-0.8707482993197279,2.23731,0.5977207,7
-124.15,41.05,1.7653061224489794,2.02055,2.8896198,-8
-124.15,41.14,1.7653061224489794,2.0209,4.3144855,38
-124.15,43.93,-0.8605442176870748,2.2661,0.4556912,-2
-124.14,40.94,1.1156462585034013,2.01895,0.9311012,-3
-124.14,41.67,-0.9455782312925168,2.08495,9.881114,28
-124.14,41.7,-0.9455782312925168,2.0871,7.2849422,93
-124.14,44.02,-0.8095238095238094,2.29968,0.3112485,2
-124.14,46.9,-1.3979591836734695,2.60468,0.4998547,-1
-124.14,47.03,-1.469387755102041,2.20293,0.440712,4
-124.13,44.12,-0.8707482993197279,2.35451,2.0282645,-4
-124.13,46.96,-1.469387755102041,2.69408,0.4160848,10
-124.12,40.11,-0.391156462585034,1.85671,14.0252333,123
-124.12,44.2,-0.7108843537414966,2.3962,3.9609497,7
-124.11,41.03,1.1020408163265305,2.0217,5.004107,44
-124.11,41.22,1.4557823129251701,2.0266,5.2565918,51
-124.11,44.29,-0.4863945578231292,2.4448,7.9988446,94
-124.11,46.83,-1.476190476190476,2.56105,0.3917456,-1
-124.1,41.57,-0.8129251700680271,2.075,7.3635173,7
-124.1,48.22,-2.241496598639456,2.19619,7.2668796,-28
-124.09,41.31,1.2679516258503398,2.0377,5.3579431,25
-124.09,44.37,-0.0510204081632653,2.48405,0.5685276,10
-124.09,44.41,-0.0510204081632653,2.50241,0.9207456,1
-124.08,41.52,0.24414210204081632,2.069,8.1630812,54
-124.08,41.54,0.25170068027210885,2.07271,1.4656445,19
-124.08,44.51,0.27210884353741494,2.492,1.9189655,-2
-124.08,44.68,-0.4693877551020408,2.4833,0.8461245,-8
-124.08,46.26,-1.727891156462585,2.44072,0.5540033,-17
-124.08,46.72,-1.7959183673469385,2.55843,0.1871095,-8
-124.08,46.86,-1.3911564625850341,1.975,0.4026124,8
-124.07,40.02,-0.15306122448979592,1.865,2.0092907,-13
-124.07,41.38,0.682917612244898,2.0485,5.8213315,60
-124.07,41.46,0.4346182925170068,2.05935,4.6056228,24
-124.07,44.61,-0.21768707482993196,2.47602,2.2773044,-16
-124.07,44.63,-0.21768707482993196,2.47585,1.5484672,-3
-124.07,44.69,-0.4693877551020408,2.4848,2.3027997,3
-124.07,44.8,-0.47959183673469385,2.50141,2.7367663,16
-124.07,46.29,-1.727891156462585,2.379,1.8254714,14
-124.07,46.64,-1.8605442176870746,2.51572,0.3462586,-2
-124.06,44.66,-0.4693877551020408,2.48,1.5018144,4
-124.06,44.75,-0.47959183673469385,2.50881,5.8736224,49
-124.06,46.28,-1.727891156462585,2.39122,1.5390009,6
