X,Y,HTF_threshold,SLR,TR,Slope_GEBCO_West,Elevation
-97.48620893,27.84055979,0.515118264,1.9095238095238094,0.19881,0.407349,-12
-97.48594,27.83275,0.515118264,1.9095238095238094,0.20183,0.5223721,-4
-97.42620893,27.30055979,0.61,1.6857142857142855,0.0,0.0656987,-1
-97.42620893,27.84055979,0.527358449,1.5999999999999999,0.18514,0.3255573,-15
-97.40517,27.297,0.61,1.6857142857142855,0.0,0.0,-1
-97.3891983,27.81489944,0.527358449,1.5999999999999999,0.19211,0.7279368,-12
-97.389167,27.815,0.6096,1.5999999999999999,0.19217,0.7279368,-12
-97.36620893,27.30055979,0.61,1.6857142857142855,0.0,0.2358644,3
-97.36620893,27.48055979,0.754503048,1.6666666666666665,0.0,0.0309707,8
-97.36620893,27.78055979,0.527358449,1.5999999999999999,0.1898,0.048969,-4
-97.36620893,27.84055979,0.527358449,1.5999999999999999,0.20502,0.048969,-2
-97.31811,27.48436,0.754503048,1.6809523809523808,0.0,0.0875983,-1
-97.30620893,27.48055979,0.754503048,1.6809523809523808,0.0,0.2077568,1
-97.24620893,26.04055979,0.343,1.7095238095238094,0.438,0.2156849,1
-97.24620893,27.60055979,0.564646672,2.0428571428571427,0.06467,0.0692525,4
-97.24620893,27.66055979,0.564646672,2.0428571428571427,0.16575,0.1385049,-4
-97.2367,27.6333,0.564646672,2.0428571428571427,0.11443,0.2855333,3
-97.2167,27.58,0.405244818,2.0428571428571427,0.497,0.4091111,-1
-97.215,26.06,0.4572,1.7857142857142856,0.418,0.1332098,5
-97.18620893,26.04055979,0.627888,1.7952380952380949,0.30946,0.1548531,-24
-97.18620893,26.10055979,0.381,1.8142857142857143,0.2813,0.1332098,-28
-97.18620893,27.60055979,0.405244818,2.1142857142857143,0.49958,0.1116663,-11
-97.1767,26.0767,0.381,1.876190476190476,0.4,0.1765596,-20
-97.1548,26.0675,0.381,1.861904761904762,0.4669,0.9627443,-17
-97.12620893,26.04055979,0.383004633,1.861904761904762,0.4955,0.1858235,-12
-97.12620893,26.10055979,0.383004633,1.7904761904761903,0.4984,0.1094978,-15
-97.0733,27.8383,0.393192,2.080952380952381,0.29966,0.4619623,-15
-97.06620893,27.84055979,0.393192,2.295238095238095,0.32584,1.4556386,-14
-97.06620893,28.02055979,0.393192,2.3523809523809525,0.112,0.1579198,9
-97.0466667,28.0216667,0.393192,2.4857142857142858,0.11101,0.5514005,-1
-97.0391,27.8366,0.27432,2.2857142857142856,0.49016,0.180588,-19
-97.00620893,27.84055979,0.27432,2.2857142857142856,0.50573,0.048969,-12
-97.00620893,28.02055979,0.554742746,2.4857142857142858,0.11727,0.0218996,-3
-96.82620893,28.20055979,0.33528,2.4809523809523806,0.10051,0.2496921,4
-96.82620893,28.26055979,0.33528,2.4380952380952374,0.116,0.0218996,8
-96.795,28.2283,0.33528,2.4952380952380953,0.12526,0.2637041,5
-96.76620893,28.20055979,0.33528,2.5238095238095237,0.11268,0.048969,-2
-96.76620893,28.26055979,0.33528,2.4809523809523806,0.11662,0.0,-2
-96.7117,28.4083,0.4572,4.309523809523809,0.11702,0.4026124,3
-96.70620893,28.38055979,0.4572,4.309523809523809,0.119,0.2646118,-1
-96.70620893,28.44055979,0.4572,4.309523809523809,0.125,0.0,6
-96.595,28.64,0.82296,4.257142857142856,0.283,0.0,-2
-96.58620893,28.62055979,0.82296,4.257142857142856,0.2822,0.0,-2
-96.58620893,28.68055979,0.82296,4.233333333333333,0.29186,0.0,-1
-96.40620893,28.44055979,0.82296,4.347619047619048,0.23194,0.1094978,1
