X,Y,HTF_threshold,SLR,TR,Slope_GEBCO_West,Elevation
-71.3267,41.505,0.655327969,9.797619048,1.17267,1.3506188,-6
-71.32620893,41.46055979,0.655327969,9.8125,1.0592,1.0533402,2
-71.32620893,41.52055979,0.655327969,9.797619048,1.20289,2.6367419,-10
-71.44620893,41.82055979,0.659,9.342261905,1.501,0.3097039,16
-70.78620893,43.08055979,0.66101,9.047619048,2.019,0.7971056,17
-70.74169,43.08,0.66101,9.047619048,2.69207,0.3767693,-3
-70.72620893,43.08055979,0.66101,9.047619048,2.87097,1.2092646,3
-73.78620893,40.80055979,0.6689,10.17559524,2.3755,0.4556912,-19
-73.7649,40.8103,0.6689,10.06845238,2.3791,1.4888366,-3
-73.72620893,40.80055979,0.6689,10.14583333,2.415,0.5368593,39
-71.20620893,41.70055979,0.674,9.461309524,1.4323,0,-5
-71.1641,41.7043,0.674,9.461309524,1.455,1.2574522,13
-71.14620893,41.70055979,0.674,9.842261905,1.456,1.2076781,35
-71.08620893,42.36055979,0.68,9.324404762,3.134,0.374215,11
-71.0534,42.3548,0.68,9.345238095,3.13066,1.1971145,18
-71.02620893,42.36055979,0.68,9.324404762,3.12489,1.163613,-10
-74.92620893,40.08055979,0.6858,10,2.294,0.3292193,8
-74.873333,40.08,0.6858,10,2.3824,0.0692525,1
-74.8697,40.0817,0.6858,10,2.38955,0.0619414,2
-74.86620893,40.08055979,0.6858,10.16369048,2.39365,0.0656987,3
-75.76620893,39.54055979,0.689,10.02380952,1.13582,0.3342789,11
-73.60620893,40.92055979,0.71687,10.04166667,2.37924,0.2019034,-13
-73.593333,40.905,0.71687,10.04166667,2.36161,1.2436548,2
-73.54620893,40.92055979,0.71687,10.10119048,2.36393,0.2189948,-9
-71.32620893,41.70055979,0.736,9.419642857,1.38537,0.1765596,-12
-75.70620893,37.62055979,0.756,10.92261905,1.241,0.443424,8
-75.68583,37.60778,0.756,10.92261905,0.498,0.2708809,-1
-75.64620893,37.62055979,0.756,10.89880952,1.2405,0.1094978,1
-70.7117,43.0717,0.798,9.047619048,2.86421,0.8503637,-14
-70.66620893,43.08055979,0.798,9.047619048,2.87075,0.7617334,5
-75.52620893,35.28055979,0.872,10.50297619,0.1936,0.159431,-2
-75.5218,35.2676,0.872,10.50297619,0.1949,0.1469066,4
-70.00620893,41.70055979,0.892,10.4375,2.0482,0.4252052,18
-69.95108,41.68847,0.892,10.4375,1.97434,1.0143909,6
-69.94620893,41.70055979,0.892,10.42261905,1.96684,0.4655813,2
-74.1475,40.448611,0.9144,10.34406328,1.65749,0.2646118,2
-74.14620893,39.66055979,0.9144,10.37830973,1.20597,0.266418,-10
-74.14620893,39.78055979,0.9144,10.31580973,0.29472,0.048969,-1
-74.14620893,39.96055979,0.9144,10.61045259,0.233,0.4466566,14
-74.14620893,40.44055979,0.9144,10.34406328,1.639,0.4955187,4
-74.14620893,40.50055979,0.9144,10.33184524,1.64851,0.2496921,-10
-74.14620893,40.56055979,0.9144,10.32589286,1.561,0.4379832,19
-74.14620893,40.62055979,0.9144,10.3110119,1.552,0.1116663,13
-74.14620893,40.68055979,0.9144,10.17261905,1.71718,0.5892369,0
-74.1417,40.6367,0.9144,10.3110119,1.67324,0.5916732,-6
-72.10620893,41.34055979,0.932688,10.01488095,0.929,0.8610095,40
-72.10620893,41.40055979,0.932688,9.880952381,0.963,0.7962028,14
-72.08997,41.36139,0.932688,9.892857143,0.93891,1.3603415,-1
-72.04620893,41.34055979,0.932688,10.08035714,0.929,0.3748552,9
-70.72620893,41.52055979,1.00516,10.22916667,1.24931,0.0902942,-11
-70.6717,41.5233,1.00516,10.22916667,0.67124,0.5126425,-18
-70.66620893,41.52055979,1.00516,10.22916667,0.52486,1.8858635,-20
-75.5483,35.795,1.03632,10.70833333,0.35996,0.1970955,0
-75.5883,39.5817,1.12776,10.00892857,1.83173,0.5255753,-4
-75.58620893,39.54055979,1.12776,10.01488095,1.857,0.2019034,-1
-75.58620893,39.60055979,1.12776,10.00892857,1.82907,0.1402255,-2
-75.41,39.81167,1.18872,9.991071429,1.86973,0.9261968,-7
-75.40620893,39.78055979,1.18872,9.991071429,1.845,0.0656987,4
-75.40620893,39.84055979,1.18872,9.991071429,1.872,0.4782831,26
-71.4012,41.8071,1.194816,9.342261905,1.47572,1.7245493,9
-71.38620893,41.70055979,1.194816,9.37797619,1.3493,0.5957117,17
-71.38620893,41.82055979,1.194816,9.342261905,1.49361,0.7931861,1
-71.3433,41.7167,1.194816,9.407738095,1.39872,0.2327945,-13
-73.18620893,41.16055979,1.69164,9.988095238,2.23184,0.5328246,3
-73.1817,41.1733,1.69164,9.988095238,2.23576,0.3531157,3
-73.12620893,41.16055979,1.69164,9.991071429,2.142,0.2189948,1
