X,Y,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK,SLR_predicted,mm/year
-97.48620893,27.84055979,0.0968766,1739334656,0.0364608,101904.8125,101768.1406,301.9344788,-0.6031096,9.77,4.652380952380952
-97.48594,27.83275,0.0968766,1739334656,0.0364608,101904.8125,101768.1406,301.9344788,-0.6003585,9.77,4.652380952380952
-97.42620893,27.30055979,0.1049183,2273046784,0.0364609,101880.1719,101871.2266,301.8710632,-0.6239147,9.94,4.733333333333333
-97.42620893,27.84055979,0.0965059,1873233024,0.0364595,101904.7734,101814.5625,301.8450928,-0.6230326,9.82,4.676190476190476
-97.40517,27.297,0.1049183,2273046784,0.0364609,101880.1719,101871.2266,301.8710632,-0.6239147,9.94,4.733333333333333
-97.3891983,27.81489944,0.0965059,1873233024,0.0364595,101904.7734,101814.5625,301.8450928,-0.6201736,9.82,4.676190476190476
-97.389167,27.815,0.0965059,1873233024,0.0364595,101904.7734,101814.5625,301.8450928,-0.6201736,9.82,4.676190476190476
-97.36620893,27.30055979,0.1049183,2273046784,0.0364609,101880.1719,101871.2266,301.8710632,-0.6439503,9.96,4.742857142857143
-97.36620893,27.48055979,0.1015131,2150395136,0.0364598,101903.6406,101856.1016,301.8876343,-0.649159,9.96,4.742857142857143
-97.36620893,27.78055979,0.0965059,1873233024,0.0364595,101904.7734,101814.5625,301.8450928,-0.64,9.84,4.685714285714284
-97.36620893,27.84055979,0.0965059,1873233024,0.0364595,101904.7734,101814.5625,301.8450928,-0.6429886,9.84,4.685714285714284
-97.31811,27.48436,0.1013506,2282241280,0.0364582,101902.625,101874.7578,301.8813782,-0.649159,9.96,4.742857142857143
-97.30620893,27.48055979,0.1013506,2282241280,0.0364582,101902.625,101874.7578,301.8813782,-0.649159,9.96,4.742857142857143
-97.24620893,26.04055979,0.1129565,3036567040,0.0364671,101863.8203,101822.2656,301.6332397,-0.6376952,10.04,4.780952380952381
-97.24620893,27.60055979,0.0991784,2373834752,0.0364567,101909.0313,101873.2266,301.9041138,-0.6728974,10.0,4.761904761904762
-97.24620893,27.66055979,0.0973709,2251234304,0.0364566,101912.7031,101868.6016,301.9128723,-0.6761982,9.98,4.752380952380952
-97.2367,27.6333,0.0991784,2373834752,0.0364566,101909.0313,101873.2266,301.9041138,-0.6728974,10.0,4.761904761904762
-97.2167,27.58,0.0991784,2373834752,0.0364567,101909.0313,101873.2266,301.9041138,-0.6728974,10.0,4.761904761904762
-97.215,26.06,0.1136482,2985731840,0.0364671,101860.75,101825.2031,301.6351929,-0.6376952,10.1,4.809523809523809
-97.18620893,26.04055979,0.1129565,3036567040,0.0364671,101863.8203,101822.2656,301.6332397,-0.6376952,10.1,4.809523809523809
-97.18620893,26.10055979,0.1136482,2985731840,0.0364671,101860.75,101825.2031,301.6351929,-0.6376952,10.13,4.823809523809523
-97.18620893,27.60055979,0.0991784,2373834752,0.0364567,101909.0313,101873.2266,301.9041138,-0.6728974,10.04,4.780952380952381
-97.1767,26.0767,0.1136482,2985731840,0.0364671,101860.75,101825.2031,301.6351929,-0.6376952,10.15,4.833333333333333
-97.1548,26.0675,0.1136482,2985731840,0.0364671,101860.75,101825.2031,301.6351929,-0.6011583,10.0,4.761904761904762
-97.12620893,26.04055979,0.1127627,3342928640,0.036466,101860.7813,101796.9453,301.7020264,-0.6011583,9.99,4.757142857142857
-97.12620893,26.10055979,0.1138709,3291130112,0.036466,101859.4297,101806.375,301.7008362,-0.6011583,10.12,4.819047619047619
-97.0733,27.8383,0.0951344,2413175552,0.0364561,101919.1797,101863.5781,301.9150696,-0.6660687,10.07,4.795238095238095
-97.06620893,27.84055979,0.0951344,2413175552,0.0364561,101919.1797,101863.5781,301.9150696,-0.7075098,10.12,4.819047619047619
-97.06620893,28.02055979,0.0929374,2217891072,0.0364574,101934.1953,101835.4688,301.9377747,-0.7128057,10.74,5.114285714285713
-97.0466667,28.0216667,0.0893143,2596215296,0.0364561,101934.0078,101826.4297,301.9677734,-0.7128057,11.83,5.633333333333333
-97.0391,27.8366,0.0945702,2804381696,0.0364547,101914.4531,101867.3125,301.9426575,-0.7075098,10.44,4.9714285714285715
