0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.12,0.08,0.05,0.08,0.06,0.06,0.1,0.08,0.08,0.1,0.06,0.07,0.05,0.06,0.05,0.09,0.1,0.05,0.02,0.08,0.04,0.11,0.06,0.08,0.1,0.07,0.08,0.05,0.1,0.08,0.05,0.07,0.08,0.09,0.06,0.05,0.06,0.09,0.09,0.08,0.06,0.05,0.08,0.11,0.06,0.02,0.08,0.1,0.12,0.07,0.07,0.07,0.06,0.08,0.08,0.06,0.11,0.05,0.09,0.03,0.13,0.06,0.06,0.06,0.07,0.06,0.1,0.02,0.04,0.06,0.11,0.06,0.11,0.09,0.06,0.08,0.05,0.08,0.06,0.08,0.06,0.09,0.06,0.05,0.07,0.04,0.08,0.1,0.08,0.1,0.08,0.09,0.11,0.07,0.08,0.07,0.12,0.12,0.06,0.08
0.64,0.38,0.39,0.07,0.17,0.25,0.63,0.3,0.62,0.34,0.49,0.53,0.06,0.39,0.05,0.26,0.3,0.42,0.65,0.46,0.06,0.33,0.18,0.27,0.29,0.07,0.38,0.44,0.26,0.26,0.48,0.38,0.32,0.47,0.07,0.1,0.46,0.4,0.46,0.35,0.18,0.35,0.38,0.01,0.46,0.68,0.42,0.65,0.6,0.29,0.08,0.08,0.2,0.03,0.4,0.26,0.39,0.36,0.24,0.67,0.03,0.07,0.42,0.23,0.35,0.07,0.28,0.69,0.06,0.29,0.19,0.13,0.05,0.43,0.07,0.18,0.29,0.09,0.07,0.27,0.41,0.16,0.07,0.26,0.22,0.06,0.42,0.15,0.29,0.65,0.67,0.54,0.05,0.39,0.64,0.04,0.46,0.66,0.33,0.26
0.02,0.02,0.02,0.0,0.01,0.02,0.05,0.02,0.04,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.0,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.03,0.02,0.05,0.02,0.01,0.01,0.04,0.01,0.02,0.02,0.01,0.03
0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.01,0.02,0.04,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.06,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.04,0.01,0.03,0.01,0.02,0.02,0.0,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.04,0.01,0.02,0.02
0.0,0.28,0.32,0.62,0.54,0.44,0.02,0.37,0.04,0.32,0.17,0.17,0.64,0.33,0.63,0.4,0.35,0.26,0.0,0.15,0.67,0.28,0.49,0.33,0.37,0.63,0.3,0.28,0.4,0.41,0.21,0.31,0.33,0.19,0.62,0.64,0.23,0.28,0.22,0.33,0.52,0.31,0.28,0.63,0.22,0.08,0.24,0.02,0.04,0.36,0.62,0.64,0.51,0.66,0.27,0.41,0.19,0.34,0.37,0.08,0.63,0.6,0.27,0.43,0.35,0.63,0.37,0.08,0.65,0.38,0.45,0.58,0.62,0.22,0.62,0.48,0.4,0.61,0.67,0.42,0.21,0.47,0.63,0.42,0.47,0.66,0.25,0.5,0.36,0.02,0.02,0.14,0.6,0.3,0.03,0.66,0.15,0.01,0.36,0.41
0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0.02,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.02,0.01,0.02
0.13,0.12,0.11,0.11,0.11,0.12,0.14,0.13,0.16,0.13,0.13,0.11,0.15,0.1,0.14,0.12,0.12,0.13,0.15,0.16,0.13,0.16,0.15,0.2,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.1,0.16,0.12,0.13,0.11,0.13,0.12,0.11,0.12,0.12,0.16,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.15,0.15,0.12,0.11,0.12,0.13,0.14,0.17,0.13,0.16,0.15,0.11,0.16,0.13,0.14,0.11,0.14,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.14,0.12,0.12,0.1,0.13,0.18,0.17,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.15,0.12,0.13,0.14,0.12,0.14,0.11,0.15,0.11,0.15,0.12
0.03,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0.02,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.08,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0.02,0.03,0.03,0.04,0.03,0.04,0.02,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.02,0.05,0.02,0.03,0.03,0.02
0.02,0.06,0.05,0.04,0.04,0.05,0.01,0.05,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.05,0.04,0.04,0.07,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.06,0.0,0.02,0.04,0.03,0.04,0.06,0.05,0.05,0.06,0.03,0.02,0.05,0.0,0.02,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.01,0.04,0.05,0.03,0.05,0.03,0.05,0.04,0.03,0.06,0.04,0.05,0.05,0.04,0.04,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.04,0.03,0.06,0.04,0.03,0.04,0.02,0.0,0.03,0.05,0.04,0.02,0.03,0.04,0.04,0.04,0.04
