X,Y,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK,SLR_predicted,mm/year
-124.71,48.13,0.0488876,4162060288,0.0342124,101951.7969,101338.1875,286.1887512,-0.9330816,-3.435714285714285,-1.6360544217687072
-124.71,48.39,0.0508278,4137999104,0.0342052,101937.3438,101510.3203,285.4805603,-0.9751773,-5.314285714285714,-2.5306122448979593
-124.7,48.25,0.0502366,4144709888,0.0342096,101940.5781,101512.0156,285.6791077,-0.9612882,-3.5,-1.6666666666666665
-124.69,47.93,0.0475165,4182637312,0.0342161,101959.4688,101428.5703,286.6894531,-0.874702,-3.3142857142857145,-1.5782312925170068
-124.69,48.04,0.0482028,4171904768,0.0342136,101956.5313,101359.5781,286.4917603,-0.9330816,-3.3285714285714287,-1.5850340136054422
-124.69,48.34,0.0502366,4144709888,0.0342052,101940.5781,101512.0156,285.6791077,-0.9751773,-3.9357142857142855,-1.874149659863945
-124.58,47.87,0.0482714,4180031488,0.0342065,101960.8828,101052.2188,286.4910889,-0.8716308,-2.9857142857142858,-1.4217687074829932
-124.58,48.37,0.0512381,4136062208,0.0341977,101939.0313,101118.6797,285.1407471,-0.9626818,-5.25,-2.5
-124.57,42.84,0.0207212,4607746560,0.0342206,102116.0938,101937.2031,287.9779053,-0.5912803,-1.4376134113824917,-0.6845778149440434
-124.52,42.75,0.0206835,4594755584,0.034202,102113.7266,101681.4219,287.7477112,-0.4551352,-1.5369437685253484,-0.7318779850120705
-124.51,42.9,0.0201458,4594281984,0.0342016,102114.3594,101626.4375,287.9841614,-0.5817933,-1.5369437685253484,-0.7318779850120705
-124.48,47.78,0.0483561,4186862080,0.0341921,101965.4063,100822.3359,286.5350952,-0.8561947,-2.942857142857143,-1.4013605442176869
-124.47,42.97,0.0196214,4590518272,0.0342006,102110.6406,101881.2656,288.0653687,-0.5809764,-1.4376134113824917,-0.6845778149440434
-124.46,48.32,0.0510835,4146922752,0.0341902,101948.5625,100815.8438,285.0665283,-0.9535041,-5.128571428571429,-2.442176870748299
-124.45,42.67,0.0212799,4598471168,0.0342026,102111.3906,101392.3438,287.6055603,-0.3475205,-1.7011325835862567,-0.8100631350410746
-124.44,42.44,0.0241564,4593044992,0.0341869,102097.8516,99705.44531,287.1761475,-0.2906856,-1.8617972661259397,-0.8865701267266378
-124.44,43.05,0.019121,4320768512,0.0341793,102117.6172,101217.4766,288.1020508,-0.5700284,-2.6582754407291143,-1.2658454479662449
-124.43,42.32,0.0256282,4597003776,0.034188,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.43,42.33,0.0256282,4597003776,0.034188,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.43,42.34,0.0256282,4597003776,0.034188,102089.6875,100152.3516,286.7753906,-0.2653466,-1.7689401232687965,-0.8423524396518078
-124.43,42.39,0.0241564,4593044992,0.034188,102097.8516,99705.44531,287.1761475,-0.2653466,-1.8617972661259397,-0.8865701267266378
-124.43,42.42,0.0241564,4593044992,0.0341869,102097.8516,99705.44531,287.1761475,-0.2653466,-1.8617972661259397,-0.8865701267266378
-124.43,42.42,0.0241564,4593044992,0.0341869,102097.8516,99705.44531,287.1761475,-0.2653466,-1.8617972661259397,-0.8865701267266378
-124.43,43.12,0.019121,4320768512,0.0341768,102117.6172,101217.4766,288.1020508,-0.5700284,-2.8605879175120656,-1.3621847226247934
-124.42,42.32,0.0256282,4597003776,0.034188,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.42,42.43,0.0241564,4593044992,0.0341869,102097.8516,99705.44531,287.1761475,-0.2653466,-1.8617972661259397,-0.8865701267266378
-124.42,42.46,0.0228721,4589471232,0.0341869,102096.6563,99582.49219,287.2915649,-0.2906856,-1.870924250252923,-0.890916309644249
-124.42,42.5,0.0228721,4589471232,0.0341869,102096.6563,99582.49219,287.2915649,-0.2906856,-1.870924250252923,-0.890916309644249
-124.42,47.71,0.0484816,4192419072,0.0341815,101970.1641,100385.0,286.5594177,-0.8938611,-5.414285714285715,-2.578231292517007
-124.41,40.44,0.0371673,4853861888,0.0343703,102084.2734,100527.6094,286.0631409,1.7206208,3.2,1.5238095238095237
-124.41,42.25,0.0256282,4597003776,0.0341899,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.41,42.28,0.0256282,4597003776,0.0341899,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.41,42.3,0.0256282,4597003776,0.0341899,102089.6875,100152.3516,286.7753906,-0.1950585,-1.8260829804116536,-0.8695633240055493
-124.4,42.24,0.0271604,4604828672,0.0341899,102087.9844,100531.9219,286.7311707,-0.1950585,-1.797511551840225,-0.8559578818286786
