X,Y,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK,SLR_predicted,mm/year
-79.91484429,32.77175324,0.3794335,593322176,0.0364693,102049.4141,101953.8906,300.996521,-0.6883202,2.9785714285714286,1.4183673469387754
-79.908937,32.751634,0.3794335,593322176,0.0364693,102049.4141,101953.8906,300.996521,-0.6883202,2.9785714285714286,1.4183673469387754
-79.85867607,32.74493122,0.3820662,732503296,0.0364693,102029.9063,101963.5938,301.009491,-0.6893832,2.992857142857143,1.425170068027211
-79.813984,32.774819,0.3775953,784209088,0.0364605,102047.6563,101973.0,300.9474487,-0.6893832,2.9714285714285715,1.414965986394558
-79.719879,32.825796,0.375632,991006016,0.0364502,102051.1797,101982.6484,300.8981628,-0.7040582,2.907142857142857,1.3843537414965983
-79.657848,32.874845,0.3722142,805200960,0.0364502,102052.7734,101975.7891,300.8734741,-0.7179319,3.0,1.4285714285714284
-79.579989,32.933452,0.3700187,997645312,0.0364406,102056.2813,101998.5391,300.82547,-0.7179319,2.914285714285714,1.387755102040816
-79.501976,33.017272,0.363909,958185344,0.0364237,102063.0234,102000.4063,300.7522888,-0.7195377,2.9,1.380952380952381
-79.404422,33.019617,0.3614099,1153447424,0.036414,102059.5156,102003.5078,300.7105713,-0.7195542,2.9214285714285717,1.391156462585034
-79.328159,33.090406,0.3543773,1090837504,0.0364047,102073.4453,102020.3125,300.7068481,-0.7477926,2.8142857142857145,1.3401360544217684
-79.235881,33.138288,0.3514869,1291433472,0.0363943,102066.8125,102025.9375,300.7017212,-0.7614405,3.021428571428572,1.4387755102040816
-79.17978,33.233612,0.3468026,984333760,0.0363942,102069.1172,102016.1875,300.6699524,-0.7614405,2.8857142857142857,1.3741496598639455
-79.161453,33.310928,0.3432887,685370240,0.0363942,102064.9141,101993.1719,300.5765381,-0.7910466,2.9714285714285715,1.414965986394558
-79.128167,33.416597,0.3358818,511320992,0.0363839,102058.0,102002.9375,300.5167236,-0.7906196,3.021428571428572,1.4387755102040816
-79.045657,33.516804,0.3291017,192529792,0.0363758,102063.3594,102002.1875,300.5179138,-0.7879554,2.9714285714285715,1.414965986394558
-78.991354,33.583487,0.3279606,133224136,0.0363758,102074.1406,101980.7422,300.4839172,-0.7864158,2.914285714285714,1.387755102040816
-78.915706,33.659118,0.323601,160974096,0.0363701,102079.9609,101970.2422,300.5403137,-0.782922,2.907142857142857,1.3843537414965983
-78.9125558,33.65217268,0.323601,160974096,0.0363701,102079.9609,101970.2422,300.5403137,-0.782922,2.907142857142857,1.3843537414965983
-78.837493,33.724895,0.3202199,295960800,0.0363651,102093.2734,101981.6563,300.5549622,-0.7815261,2.9214285714285717,1.391156462585034
-78.749437,33.781082,0.324616,269049952,0.0363507,102088.0625,101966.7266,300.5554199,-0.7205322,2.942857142857143,1.4013605442176869
-78.662667,33.820516,0.324616,269049952,0.0363483,102088.0625,101966.7266,300.5554199,-0.7197132,2.942857142857143,1.4013605442176869
-78.552497,33.848328,0.323244,387994496,0.0363456,102079.8281,101978.9219,300.5741272,-0.7165591,2.878571428571429,1.3707482993197277
-78.470358,33.877394,0.3285271,520814176,0.0363426,102064.8516,101975.9375,300.5455322,-0.7165591,2.95,1.4047619047619049
-78.364542,33.902748,0.3295944,638527488,0.0363379,102066.625,101990.1875,300.5756836,-0.657355,2.628571428571429,1.2517006802721087
-78.256984,33.914,0.3315995,749134976,0.0363333,102071.5703,102001.3672,300.6066284,-0.6590913,2.628571428571429,1.2517006802721087
-78.144859,33.912584,0.3387261,1015578880,0.0363315,102075.3828,101987.5781,300.6483765,-0.6608726,2.3285714285714287,1.1088435374149659
-78.009564,33.865287,0.3418943,1246722688,0.0363307,102070.0703,101984.1641,300.6507874,-0.6625237,2.742857142857143,1.306122448979592
-77.959065,33.861555,0.3418943,1246722688,0.0363307,102070.0703,101984.1641,300.6507874,-0.6630597,2.742857142857143,1.306122448979592
-77.924659,33.954881,0.3484994,1344346496,0.0363278,102079.5469,101982.6641,300.594635,-0.6657519,2.642857142857143,1.2585034013605443
-77.887726,34.043335,0.3484994,1344346496,0.036326,102079.5469,101982.6641,300.594635,-0.6823204,2.5285714285714285,1.204081632653061
-77.839917,34.143997,0.3536335,1390871168,0.0363252,102066.7188,102000.625,300.5825806,-0.6829772,2.7071428571428573,1.2891156462585034
-77.78177696,34.20907179,0.3570983,1224206464,0.0363252,102060.8047,102004.2734,300.5949097,-0.6829772,2.5642857142857145,1.2210884353741496
-77.766246,34.24322,0.3570983,1224206464,0.0363228,102060.8047,102004.2734,300.5949097,-0.6287603,2.2857142857142856,1.0884353741496597
-77.69352,34.315646,0.3633739,1236920704,0.0363252,102068.5156,102014.4063,300.5716553,-0.6287603,2.4642857142857144,1.173469387755102
-77.603881,34.383759,0.3663043,1235198208,0.0363262,102061.1172,102009.2188,300.5310059,-0.6220579,2.4571428571428573,1.1700680272108843
-77.517303,34.440876,0.365729,1354062976,0.0363273,102053.3438,102008.6016,300.4815063,-0.6153927,2.628571428571429,1.2517006802721087
-77.433282,34.48572,0.3696904,1317994624,0.036329,102061.9609,101982.6172,300.441925,-0.6119238,2.914285714285714,1.387755102040816
-77.344865,34.525359,0.3683153,1460734336,0.0363254,102060.5078,101988.7734,300.4637756,-0.6081962,2.628571428571429,1.2517006802721087
-77.322884,38.46543,0.1135671,-708212672,0.0358871,102028.5391,101532.6563,299.2919922,-0.9333622,3.057142857142857,1.4557823129251697
-77.310786,38.398187,0.1232586,-651249728,0.0359082,102034.8438,101545.6484,299.3169556,-0.9301283,3.05,1.452380952380952
-77.267262,34.571554,0.3692115,1314534784,0.0363254,102073.9219,101968.1797,300.4343262,-0.6323232,2.4285714285714284,1.1564625850340133
-77.267081,38.499047,0.1135671,-708212672,0.0358871,102028.5391,101532.6563,299.2919922,-0.9364931,3.057142857142857,1.4557823129251697
-77.25137,38.33168,0.097589,-228461520,0.0359082,102025.6563,101558.4375,299.2611084,-0.9312282,3.057142857142857,1.4557823129251697
-77.159985,34.625984,0.3679606,1393679872,0.0363206,102073.5469,101980.4766,300.5202942,-0.6254163,2.507142857142857,1.193877551020408
-77.142964,38.363863,0.1245573,-465212960,0.0359054,102037.6641,101708.9531,299.2592468,-0.9365665,3.1357142857142857,1.4931972789115646
-77.123325,38.410646,0.1245573,-465212960,0.0359054,102037.6641,101708.9531,299.2592468,-0.9365665,3.1357142857142857,1.4931972789115646
-77.101084,34.674577,0.3724629,1504028928,0.0363236,102068.3047,101976.7031,300.4992676,-0.6005424,2.7285714285714286,1.2993197278911564
-77.05562,38.397103,0.1245573,-465212960,0.0359054,102037.6641,101708.9531,299.2592468,-0.9392236,3.15,1.4999999999999996
-77.048342,34.656976,0.3715021,1649104640,0.0363268,102058.1797,102002.625,300.5310059,-0.5405946,2.692857142857143,1.282312925170068
-77.023152,38.385183,0.1251672,-368153408,0.0359076,102050.7891,101755.8984,299.2295837,-0.9392236,3.142857142857143,1.4965986394557822
-77.010794,38.291592,0.1356618,-311964032,0.035921,102049.2266,101754.6484,299.1903076,-0.9374039,3.1357142857142857,1.4931972789115646
-76.993691,35.497079,0.3935674,1819107072,0.0362495,102070.2734,101918.1719,300.4764404,-0.6839317,3.5,1.6666666666666665
-76.993312,35.072828,0.3760696,1823998080,0.0362874,102065.6016,101954.6328,300.4449768,-0.595408,2.8285714285714287,1.346938775510204
-76.988765,34.674197,0.3715021,1649104640,0.0363268,102058.1797,102002.625,300.5310059,-0.5405946,2.7142857142857144,1.292517006802721
-76.985012,35.025771,0.371622,1772183936,0.0362874,102063.8438,101963.375,300.4808655,-0.6018573,2.8,1.3333333333333333
-76.980233,34.702335,0.3715021,1649104640,0.0363268,102058.1797,102002.625,300.5310059,-0.5405946,2.7142857142857144,1.292517006802721
-76.962375,38.230093,0.1167317,66184008,0.035921,102047.2656,101747.9766,299.1941223,-0.9172667,3.2142857142857144,1.530612244897959
-76.950973,35.440439,0.3902231,1827160832,0.0362495,102072.5,101929.5547,300.0876465,-0.6655917,3.4714285714285715,1.653061224489796
-76.945131,38.331351,0.1363877,-212327072,0.0359138,102063.9375,101782.1719,299.165863,-0.9401,3.1214285714285714,1.4863945578231292
-76.937975,34.678169,0.3697061,1830429312,0.0363307,102058.375,102024.1641,300.5569458,-0.5359594,2.9285714285714284,1.3945578231292513
-76.890381,35.015601,0.3767487,1951233152,0.0363009,102071.5703,101992.2813,300.4765015,-0.5986773,2.7071428571428573,1.2891156462585034
-76.880902,34.725828,0.3697061,1830429312,0.0363213,102058.375,102024.1641,300.5569458,-0.5359594,2.7214285714285715,1.2959183673469388
-76.87899,34.686931,0.3697061,1830429312,0.0363307,102058.375,102024.1641,300.5569458,-0.5359594,2.9285714285714284,1.3945578231292513
-76.876757,35.45902,0.3982567,2023064192,0.0362535,102089.3672,101961.8047,300.4226685,-0.6655917,3.2928571428571427,1.5680272108843534
-76.874791,34.947795,0.3851458,1896378112,0.0363009,102073.1484,102001.1953,300.5387268,-0.5986773,2.642857142857143,1.2585034013605443
-76.860315,35.425117,0.3968671,2031865856,0.0362535,102089.8203,101969.4766,300.0725708,-0.6416309,3.35,1.5952380952380953
-76.859045,38.171028,0.1474921,152726832,0.0359433,102061.625,101784.9844,299.1651001,-1.0175174,3.2357142857142858,1.5408163265306123
-76.838177,38.28195,0.137103,477906304,0.0359298,102080.6172,101804.2813,299.1417236,-0.9427079,3.5357142857142856,1.683673469387755
-76.828624,34.692776,0.3677437,2035403648,0.0363352,102060.2109,102039.6641,300.6118164,-0.5310595,2.95,1.4047619047619049
-76.781134,34.975204,0.3783279,2141760640,0.0363053,102080.5938,102020.1172,300.4923706,-0.5685977,2.5,1.1904761904761905
-76.770155,35.385153,0.4008592,2250141952,0.0362676,102100.6484,102002.9844,300.0836487,-0.6416309,3.3142857142857145,1.5782312925170068
-76.765699,34.697337,0.3677437,2035403648,0.0363352,102060.2109,102039.6641,300.6118164,-0.546649,2.95,1.4047619047619049
-76.760671,34.720506,0.3677437,2035403648,0.0363249,102060.2109,102039.6641,300.6118164,-0.546649,2.7214285714285715,1.2959183673469388
-76.752859,34.920372,0.3860008,2083300736,0.0363053,102076.2891,102021.7734,300.5235901,-0.5670317,2.507142857142857,1.193877551020408
-76.745972,38.157065,0.149217,50315100,0.0359497,102089.8828,101839.8438,299.1037903,-1.0345167,3.45,1.6428571428571428
-76.745656,37.815099,0.1788735,517561280,0.0359967,102098.7266,101830.9531,299.1414795,-1.0919034,3.7714285714285714,1.7959183673469385
-76.743712,35.426823,0.4048678,2482614784,0.0362653,102106.0625,102025.7188,300.4294739,-0.6502838,3.2928571428571427,1.5680272108843534
-76.721384,38.240415,0.149217,50315100,0.0359364,102089.8828,101839.8438,299.1037903,-0.9360628,3.335714285714286,1.5884353741496597
-76.698213,34.694071,0.3656863,2236653568,0.0363401,102067.5,102045.6094,300.6526184,-0.546649,2.9642857142857144,1.41156462585034
-76.68031675,34.70273859,0.3656863,2236653568,0.0363401,102067.5,102045.6094,300.6526184,-0.546649,2.9642857142857144,1.41156462585034
-76.678611,35.029835,0.3796827,2341189376,0.0363008,102084.4063,102029.5938,300.5140686,-0.6561449,2.4785714285714286,1.1802721088435375
-76.67773,35.348292,0.3993925,2463630592,0.0362739,102101.3047,102027.3594,300.1915894,-0.6502838,3.335714285714286,1.5884353741496597
-76.66758979,34.69774992,0.3656863,2236653568,0.0363401,102067.5,102045.6094,300.6526184,-0.546649,2.9642857142857144,1.41156462585034
-76.666169,34.974022,0.3796827,2341189376,0.0363106,102084.4063,102029.5938,300.5140686,-0.6575577,2.4785714285714286,1.1802721088435375
-76.662947,37.75185,0.1788735,517561280,0.0359967,102098.7266,101830.9531,299.1414795,-1.0952654,3.7714285714285714,1.7959183673469385
-76.659431,37.093939,0.3064146,662588352,0.0360576,102108.2188,101882.1094,300.2684326,-1.0847186,4.092857142857143,1.9489795918367345
-76.646472,34.678973,0.3647145,2437306880,0.0363468,102068.3516,102045.8906,300.6887817,-0.5450987,2.9642857142857144,1.41156462585034
-76.643005,35.402341,0.4088801,2729839104,0.0362812,102108.1328,102038.5469,300.4716492,-0.652519,3.2857142857142856,1.564625850340136
-76.639712,38.121977,0.1621864,474776544,0.0359532,102092.4844,101869.875,299.0435486,-1.0228205,3.8,1.8095238095238093
-76.634613,34.706618,0.3647145,2437306880,0.0363468,102068.3516,102045.8906,300.6887817,-0.5450987,2.9642857142857144,1.41156462585034
-76.623022,37.139869,0.3126886,752012608,0.0360494,102111.3516,101916.7813,300.213562,-1.0844073,4.1,1.952380952380952
-76.605739,38.218515,0.1500903,679109120,0.0359431,102089.8828,101864.9297,299.0739136,-1.037017,3.678571428571429,1.7517006802721087
-76.604108,37.773986,0.184158,605308352,0.036003,102101.5,101866.4141,299.0934448,-1.0952654,3.778571428571429,1.7993197278911564
