X,Y,SLR,TR,Slope,Elevation,HTF_predicted
-79.91484429,32.77175324,9.523809523809524,1.75251,0.4493327,-7,0.3776390457897278
-79.908937,32.751634,9.523809523809524,1.74092,1.1947097,7,0.3849594160165675
-79.85867607,32.74493122,9.523809523809524,1.69855,0.5685276,-18,0.38160054952306105
-79.813984,32.774819,9.523809523809524,1.67741,0.2496921,-3,0.373166930500839
-79.719879,32.825796,9.523809523809524,1.63732,0.4514622,5,0.4416660629499007
-79.657848,32.874845,9.523809523809524,1.61513,0.1332098,-3,0.4385175466913149
-79.579989,32.933452,9.523809523809524,1.60911,0.2019034,-4,0.43840026669131504
-79.501976,33.017272,9.523809523809524,1.60146,0.0309707,0,0.43939623032767866
-79.404422,33.019617,9.523809523809524,1.5382,0.0437992,-2,0.4665964698913148
-79.328159,33.090406,9.520408163265309,1.50472,0.0656987,-1,0.47219022019434503
-79.235881,33.138288,9.520408163265309,1.49071,0.0619414,-2,0.47025020322464806
-79.17978,33.233612,9.520408163265309,1.55728,0.3624978,-1,0.4599171722832338
-79.161453,33.310928,9.520408163265309,1.59096,0.048969,-1,0.43679809699434513
-79.128167,33.416597,9.517006802721088,1.66515,0.1548531,-4,0.3770004463425056
-79.045657,33.516804,9.517006802721088,1.56276,0.0218996,-3,0.4519111694663149
-78.991354,33.583487,9.517006802721088,1.63825,0.2637041,-2,0.43136025719964827
-78.915706,33.659118,9.35374149659864,1.70533,0.159431,-7,0.36352251719964834
-78.9125558,33.65217268,9.35374149659864,1.707,0.0309707,-5,0.3620859838663151
-78.837493,33.724895,9.29251700680272,1.68595,0.2448433,-5,0.3363676487552037
-78.749437,33.781082,9.29591836734694,1.67725,0.1532967,-3,0.34107932875520375
-78.662667,33.820516,9.29591836734694,1.66917,0.0979378,-5,0.3454170887552038
-78.552497,33.848328,9.357142857142856,1.65588,0.4509308,-1,0.416666693458234
-78.470358,33.877394,9.520408163265309,1.6549,0.2855333,-4,0.41680493869131496
-78.364542,33.902748,9.520408163265309,1.6292,0.0309707,-2,0.43304704002464833
-78.256984,33.914,9.520408163265309,1.637,0.2167938,1,0.43515692366101194
-78.144859,33.912584,9.523809523809524,1.6132,0.3729312,2,0.4388317000165673
-78.009564,33.865287,9.523809523809524,1.56698,0.3233401,-8,0.4523853122913147
-77.959065,33.861555,9.523809523809524,1.39439,0.1871095,0,0.49209561292161796
-77.924659,33.954881,9.360544217687076,1.39625,0.0309707,0,0.4855937997935876
-77.887726,34.043335,9.360544217687076,1.41559,0.2770081,3,0.4841703767632844
-77.839917,34.143997,9.523809523809524,1.38438,0.048969,-1,0.4886964607138255
-77.78177696,34.20907179,9.523809523809524,1.33729,0.3135512,-4,0.4873952073804922
-77.766246,34.24322,9.5,1.36794,0.2189948,-3,0.4861329578888256
-77.69352,34.315646,9.523809523809524,1.3922,0.048969,-4,0.4876391104107952
-77.603881,34.383759,9.523809523809524,1.402,0.3042359,4,0.48925267958828444
-77.517303,34.440876,9.523809523809524,1.41565,0.0619414,-1,0.48497332928525416
-77.433282,34.48572,9.523809523809524,1.40016,0.1385049,-2,0.4834271789822238
-77.344865,34.525359,9.523809523809524,1.37963,0.0218996,1,0.4880973140471588
-77.322884,38.46543,10.0,0.70814,0.851772,8,0.48586385561399237
-77.310786,38.398187,10.0,0.65351,0.5583144,-2,0.4824326092580522
-77.267262,34.571554,9.523809523809524,1.36835,0.0619414,0,0.48866424738049224
-77.267081,38.499047,10.0,0.75047,1.4206527,9,0.4845939000584368
-77.25137,38.33168,10.0,0.59092,2.2815034,13,0.47647475366748004
-77.159985,34.625984,9.49659863945578,1.3559,0.0979378,1,0.485607534461665
-77.142964,38.363863,10.006802721088436,0.48096,0.9405786,6,0.488550329378546
-77.123325,38.410646,10.006802721088436,0.47969,0.4955187,-2,0.48310815712965716
-77.101084,34.674577,9.5,0.7784,1.1623765,11,0.5012988813311628
-77.05562,38.397103,10.006802721088436,0.47228,1.5778912,14,0.4885342438400844
-77.048342,34.656976,9.523809523809524,1.3415,0.7068833,-4,0.501121165366532
-77.023152,38.385183,10.003401360544215,0.49503,0.7387253,3,0.48433672937854605
-77.010794,38.291592,10.003401360544215,0.5602,1.1953113,-1,0.4892067670225208
-76.993691,35.497079,9.79591836734694,0.30239,0.339969,4,0.5055273567355906
-76.993312,35.072828,9.5,0.0,0.443424,2,0.49981711491119285
-76.988765,34.674197,9.523809523809524,0.63,0.1871095,5,0.4987966065489694
-76.985012,35.025771,9.5,0.0,0.8243106,12,0.5050651135036225
-76.980233,34.702335,9.523809523809524,0.6322,0.2019034,1,0.49864540654896944
-76.962375,38.230093,10.003401360544215,0.59468,0.4212394,-1,0.4864475014733145
-76.950973,35.440439,9.683673469387754,0.28791,1.2199194,15,0.5123184754257006
-76.945131,38.331351,9.948979591836734,0.58824,0.1765596,3,0.4891621172420042
-76.937975,34.678169,9.523809523809524,1.3231,0.2846923,3,0.5005859961789926
-76.890381,35.015601,9.5,0.0,0.5896436,5,0.5009164149873833
-76.880902,34.725828,9.49659863945578,0.60431,0.635062,6,0.4995041204491117
-76.87899,34.686931,9.523809523809524,1.31221,0.6573237,0,0.5037903063184511
-76.876757,35.45902,9.670068027210885,0.2654,0.6041046,3,0.5083335723673367
-76.874791,34.947795,9.5,0.0,0.9290393,14,0.5050503935036225
-76.860315,35.425117,9.5578231292517,0.25905,0.4038017,-2,0.5022668693513482
-76.859045,38.171028,9.948979591836734,0.5905,2.6221004,2,0.48033466674065883
-76.838177,38.28195,10.047619047619047,0.63548,0.4020164,3,0.4864995217222034
-76.828624,34.692776,9.523809523809524,1.3028,0.434686,4,0.502517779575594
-76.781134,34.975204,9.340136054421768,0.0,0.2448433,4,0.4923675359590358
-76.770155,35.385153,9.55442176870748,0.2282,0.5785606,0,0.5061515392764276
-76.765699,34.697337,9.523809523809524,1.28908,0.3462586,1,0.5038771395755939
-76.760671,34.720506,9.523809523809524,0.76408,0.6660199,-4,0.4995938409739407
-76.752859,34.920372,9.5,0.0,0.374215,4,0.5014615253111927
-76.745972,38.157065,9.931972789115646,0.59568,0.07896,0,0.500628641469693
-76.745656,37.815099,10.06122448979592,0.6153,0.5710524,3,0.5076197365116215
-76.743712,35.426823,9.666666666666666,0.2238,0.4313637,5,0.5093727789578127
-76.721384,38.240415,9.931972789115646,0.62621,0.4993747,2,0.4918476282275258
-76.698213,34.694071,9.523809523809524,1.26774,0.5055781,6,0.5069930796517845
-76.68031675,34.70273859,9.523809523809524,1.15918,0.3427787,-14,0.5100557141608868
-76.678611,35.029835,9.282312925170066,0.0,0.4091111,5,0.5059542051076641
-76.67773,35.348292,9.5578231292517,0.20367,0.8030981,9,0.515875669472899
-76.66758979,34.69774992,9.523809523809524,1.21881,0.0692525,-13,0.5125540833703754
-76.666169,34.974022,9.282312925170066,0.0,0.443424,4,0.5109438933586445
-76.662947,37.75185,10.06122448979592,0.58746,1.5132564,8,0.520747013243873
-76.659431,37.093939,9.785714285714285,0.7868,1.0478648,12,0.522372390717316
-76.646472,34.678973,9.523809523809524,1.2749,0.4964855,-2,0.5134950313769469
-76.643005,35.402341,9.666666666666666,0.20107,1.0198113,8,0.5230953374814552
-76.639712,38.121977,9.948979591836734,0.57661,0.5748188,2,0.5179642768638353
-76.634613,34.706618,9.523809523809524,0.91133,0.1883867,2,0.5100921958557404
-76.623022,37.139869,9.785714285714285,0.7847,0.3591752,2,0.5171829729248861
-76.605739,38.218515,9.962585034013609,0.59802,0.8892244,7,0.5126731256934647
-76.604108,37.773986,9.962585034013609,0.582,0.4114488,2,0.5180199471876447
-76.601288,37.033136,9.863945578231291,0.82223,0.8604525,16,0.5215140129010464
-76.585569,36.015448,9.727891156462585,0.0,0.7279368,3,0.5213457374814553
-76.580802,37.660796,9.962585034013609,0.51871,0.3824542,6,0.5194249083925829
