X,Y,SLR,TR,Slope,Elevation,HTF_predicted
-79.91484429,32.77175324,1.3777777777777778,1.75251,0.4493327,-7,0.3726003596774509
-79.908937,32.751634,1.3777777777777778,1.74092,1.1947097,7,0.38317911407745087
-79.85867607,32.74493122,1.3682539682539685,1.69855,0.5685276,-18,0.3779012767441175
-79.813984,32.774819,1.3714285714285712,1.67741,0.2496921,-3,0.36568373085320854
-79.719879,32.825796,1.4285714285714284,1.63732,0.4514622,5,0.43518763391237136
-79.657848,32.874845,1.422222222222222,1.61513,0.1332098,-3,0.4365367114881291
-79.579989,32.933452,1.4285714285714284,1.60911,0.2019034,-4,0.4346964048214625
-79.501976,33.017272,1.4285714285714284,1.60146,0.0309707,0,0.4385096380753632
-79.404422,33.019617,1.4698412698412695,1.5382,0.0437992,-2,0.46186058402146224
-79.328159,33.090406,1.196825396825397,1.50472,0.0656987,-1,0.46498623231237135
-79.235881,33.138288,1.4603174603174602,1.49071,0.0619414,-2,0.462911258979038
-79.17978,33.233612,1.4317460317460315,1.55728,0.3624978,-1,0.44943473815479545
-79.161453,33.310928,1.419047619047619,1.59096,0.048969,-1,0.4356521381547958
-79.128167,33.416597,1.4158730158730155,1.66515,0.1548531,-4,0.37708478418654195
-79.045657,33.516804,1.3873015873015873,1.56276,0.0218996,-3,0.44886358767536305
-78.991354,33.583487,1.1047619047619048,1.63825,0.2637041,-2,0.4179604477547956
-78.915706,33.659118,1.1079365079365078,1.70533,0.159431,-7,0.3643312804532085
-78.9125558,33.65217268,1.1079365079365078,1.707,0.0309707,-5,0.3639922470404427
-78.837493,33.724895,1.1333333333333333,1.68595,0.2448433,-5,0.348788627119875
-78.749437,33.781082,1.13015873015873,1.67725,0.1532967,-3,0.3643528804532085
-78.662667,33.820516,1.13015873015873,1.66917,0.0979378,-5,0.368833413786542
-78.552497,33.848328,1.1428571428571428,1.65588,0.4509308,-1,0.4077307168457046
-78.470358,33.877394,1.4158730158730155,1.6549,0.2855333,-4,0.410638591488129
-78.364542,33.902748,1.434920634920635,1.6292,0.0309707,-2,0.4321893047420299
-78.256984,33.914,1.3936507936507936,1.637,0.2167938,1,0.4314918314881291
-78.144859,33.912584,1.0285714285714287,1.6132,0.3729312,2,0.41358664775479553
-78.009564,33.865287,1.4698412698412695,1.56698,0.3233401,-8,0.44492087442146216
-77.959065,33.861555,1.4698412698412695,1.39439,0.1871095,0,0.48989643231237134
-77.924659,33.954881,1.0317460317460316,1.39625,0.0309707,0,0.4828243722329388
-77.887726,34.043335,1.076190476190476,1.41559,0.2770081,3,0.4692678989790379
-77.839917,34.143997,1.4666666666666666,1.38438,0.048969,-1,0.4886666970742761
-77.78177696,34.20907179,1.4698412698412695,1.33729,0.3135512,-4,0.48517331040760925
-77.766246,34.24322,1.4857142857142858,1.36794,0.2189948,-3,0.4855552304076094
-77.69352,34.315646,1.476190476190476,1.3922,0.048969,-4,0.4874079104076095
-77.603881,34.383759,1.476190476190476,1.402,0.3042359,4,0.4844307789790377
