X,Y,SLR,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK
-123.7774731,46.24485975,0,0.0331694,3539600384,0.0340862,102020.6484,100671.5156,287.8446655,-0.7672467
-123.7774731,46.20485975,0,0.0331694,3539600384,0.0340839,102020.6484,100671.5156,287.8446655,-0.7851332
-123.77,46.21,0,0.0331694,3539600384,0.0340839,102020.6484,100671.5156,287.8446655,-0.7851332
-123.7374731,38.92485975,4,0.0126933,5015517696,0.0344855,102039.8672,100432.4688,286.0652771,1.2433462
-123.7374731,38.88485975,4,0.0126933,5015517696,0.0344917,102039.8672,100432.4688,286.0652771,1.2433462
-123.7374731,46.24485975,0,0.033719,3505231104,0.034073,102022.1797,100317.1641,287.7790222,-0.7637968
-123.7374731,46.20485975,0,0.033719,3505231104,0.0340704,102022.1797,100317.1641,287.7790222,-0.7061397
-123.71,38.91,4,0.0126933,5015517696,0.0344917,102039.8672,100432.4688,286.0652771,1.2433462
-123.6974731,38.92485975,4,0.0126933,5015517696,0.0344855,102039.8672,100432.4688,286.0652771,1.2433462
-123.6974731,38.88485975,4,0.0126933,5015517696,0.0344917,102039.8672,100432.4688,286.0652771,1.2433462
-123.6574731,38.92485975,4,0.0126933,5015517696,0.0344855,102039.8672,100432.4688,286.0652771,1.3517189
-123.4974731,48.12485975,1,0.0527058,4162525952,0.0341393,101947.5234,98164.33594,284.098938,-0.7703872
-123.4574731,48.12485975,1,0.0527058,4162525952,0.0341393,101947.5234,98164.33594,284.098938,-0.7951571
-123.4574731,48.08485975,1,0.0527058,4162525952,0.034133,101947.5234,98164.33594,284.098938,-0.7951571
-123.44,48.12,1,0.0528123,4163492864,0.0341339,101944.8359,98028.20313,284.2106323,-0.7951571
-123.4174731,48.12485975,1,0.0528123,4163492864,0.0341339,101944.8359,98028.20313,284.2106323,-0.7951571
-123.4174731,48.08485975,1,0.0528123,4163492864,0.0341268,101944.8359,98028.20313,284.2106323,-0.7951571
-123.3774731,48.12485975,1,0.0528123,4163492864,0.0341339,101944.8359,98028.20313,284.2106323,-0.7951571
-123.0574731,48.56485975,2,0.055312,4153684736,0.0341078,101923.0547,101628.0781,285.7509155,-0.7608685
-123.0574731,48.52485975,2,0.0549738,4155657216,0.0341078,101925.7891,101804.7813,285.3815308,-0.7314784
-123.0174731,38.00485975,6,0.0080359,5077409280,0.0344263,102026.3672,101682.1172,286.9080505,1.6387748
-123.0174731,37.96485975,6,0.0080359,5077409280,0.0344263,102026.3672,101682.1172,286.9080505,1.6387748
-123.0174731,48.56485975,2,0.055407,4154865408,0.0341031,101926.4844,101729.9766,285.6994629,-0.7608685
-123.0174731,48.52485975,2,0.055065,4156934912,0.0341031,101927.3594,101992.3516,285.3963318,-0.7314784
-123.01,48.55,2,0.055407,4154865408,0.0341031,101926.4844,101729.9766,285.6994629,-0.7608685
-122.98,37.99,6,0.0080359,5077409280,0.0344263,102026.3672,101682.1172,286.9080505,1.6387748
-122.9774731,38.00485975,6,0.0080359,5077409280,0.0344263,102026.3672,101682.1172,286.9080505,1.6387748
-122.9774731,37.96485975,6,0.0080359,5077409280,0.0344263,102026.3672,101682.1172,286.9080505,1.6387748
-122.9774731,48.56485975,2,0.055407,4154865408,0.0341031,101926.4844,101729.9766,285.6994629,-0.7608685
-122.9774731,48.52485975,2,0.055065,4156934912,0.0341031,101927.3594,101992.3516,285.3963318,-0.7314784
-122.9374731,38.00485975,6,0.0070238,5074212864,0.0344072,102023.3359,101489.9219,286.8755798,1.6205359
-122.9374731,37.96485975,6,0.0070238,5074212864,0.0344072,102023.3359,101489.9219,286.8755798,1.6205359
-122.8174731,48.84485975,-1,0.0561882,4153094912,0.0341035,101929.7109,101499.5,286.4303284,-0.8029116
-122.8174731,48.12485975,4,0.0529094,3984615680,0.0340944,101943.0547,100173.0156,284.9429016,-0.8710724
-122.7774731,48.88485975,-1,0.0564567,4151244288,0.0341035,101927.625,101578.3594,287.0042725,-0.8029116
-122.7774731,48.84485975,-1,0.0561882,4153094912,0.0341035,101929.7109,101499.5,286.4303284,-0.8029116
-122.7774731,48.12485975,4,0.0529094,3984615680,0.0340944,101943.0547,100173.0156,284.9429016,-0.8710724
-122.7774731,48.08485975,4,0.0529094,3984615680,0.0340921,101943.0547,100173.0156,284.9429016,-0.8710724
-122.76,48.11,4,0.0529094,3984615680,0.0340921,101943.0547,100173.0156,284.9429016,-0.8884113
-122.76,48.86,-1,0.0564567,4151244288,0.0341035,101927.625,101578.3594,287.0042725,-0.8095904
-122.7374731,48.88485975,-1,0.0565419,4151962624,0.0341,101934.9922,101278.7422,286.889679,-0.8095904
-122.7374731,48.84485975,-1,0.0562696,4153997056,0.0341,101936.9375,101130.1172,286.3988953,-0.8095904
-122.7374731,48.12485975,4,0.0529547,3973666560,0.034089,101949.4063,100664.2891,285.0943909,-0.8884113
-122.7374731,48.08485975,4,0.0529547,3973666560,0.0340841,101949.4063,100664.2891,285.0943909,-0.8884113
-122.6974731,48.84485975,-1,0.0562696,4153997056,0.0341,101936.9375,101130.1172,286.3988953,-0.8095904
-122.6974731,48.12485975,4,0.0529547,3973666560,0.034089,101949.4063,100664.2891,285.0943909,-0.8884113
-122.4974731,37.84485975,6,0.0074336,5104350208,0.0343453,102019.4453,101387.7891,287.4048462,1.2956841
-122.4974731,37.80485975,6,0.0074336,5104350208,0.0343452,102019.4453,101387.7891,287.4048462,1.2585784
-122.47,37.81,6,0.0074336,5104350208,0.0343452,102019.4453,101387.7891,287.4048462,1.2585784
-122.4574731,37.84485975,6,0.0074336,5104350208,0.0343453,102019.4453,101387.7891,287.4048462,1.248947
-122.4574731,37.80485975,6,0.0074336,5104350208,0.0343452,102019.4453,101387.7891,287.4048462,1.2100258
-122.4174731,37.80485975,6,0.0071038,5102273024,0.0343304,102017.7109,101210.8516,287.1729126,1.2100258
-122.3774731,47.60485975,5,0.0499229,3765472000,0.0339994,101974.0234,101175.9375,285.9830627,-1.0537449
-122.3774731,47.56485975,5,0.0499229,3765472000,0.0339994,101974.0234,101175.9375,285.9830627,-1.0537449
-122.34,47.6,5,0.0499951,3747766784,0.0339919,101978.7813,101047.1719,285.8274231,-1.0642159
-122.3374731,37.76485975,4,0.0067804,5115792896,0.0343165,102016.8828,101017.7656,287.093811,1.1744491
-122.3374731,47.64485975,5,0.0499951,3747766784,0.0339935,101978.7813,101047.1719,285.8274231,-1.0676531
-122.3374731,47.60485975,5,0.0499951,3747766784,0.0339919,101978.7813,101047.1719,285.8274231,-1.0642159
-122.3374731,47.56485975,5,0.0499951,3747766784,0.0339919,101978.7813,101047.1719,285.8274231,-1.0642159
-122.3,37.77,4,0.0067804,5115792896,0.0343165,102016.8828,101017.7656,287.093811,1.1744491
-122.2974731,37.80485975,4,0.0067804,5115792896,0.0343165,102016.8828,101017.7656,287.093811,1.1744491
-122.2974731,37.76485975,4,0.0067804,5115792896,0.0343165,102016.8828,101017.7656,287.093811,1.1744491
-122.2974731,47.60485975,5,0.0499951,3747766784,0.0339919,101978.7813,101047.1719,285.8274231,-1.0642159
-122.2574731,37.76485975,4,0.0067804,5115792896,0.0343165,102016.8828,101017.7656,287.093811,1.0743945
-122.0574731,48.00485975,3,0.0527057,3862848768,0.0340246,101993.4531,101107.8594,285.973999,-0.9843038
-122.0174731,36.00485975,5,0.0169018,5231934976,0.034484,101987.7188,101499.125,288.6481934,1.1979575
-122.0174731,35.96485975,5,0.0169018,5231934976,0.034484,101987.7188,101499.125,288.6481934,1.1979575
-122.0174731,38.00485975,5,0.0063589,5058932736,0.0342799,102009.9219,101026.1641,286.1982422,1.0089238
-122.0174731,37.96485975,5,0.0063589,5058932736,0.0342799,102009.9219,101026.1641,286.1982422,1.0089238
-122.0174731,48.00485975,3,0.0527501,3846893312,0.0339762,102002.8672,101170.3359,286.0663452,-0.9843038
-122.0174731,47.96485975,3,0.0527501,3846893312,0.0339762,102002.8672,101170.3359,286.0663452,-0.9843038
-122,48,3,0.0527501,3846893312,0.0339762,102002.8672,101170.3359,286.0663452,-0.9843038
-122,38,5,0.0063589,5058932736,0.0342799,102009.9219,101026.1641,286.1982422,1.0089238
-122,36,5,0.0169018,5231934976,0.034484,101987.7188,101499.125,288.6481934,1.1979575
-121.9774731,36.00485975,5,0.0169018,5231934976,0.034484,101987.7188,101499.125,288.6481934,1.1979575
-121.9774731,35.96485975,5,0.0169018,5231934976,0.034484,101987.7188,101499.125,288.6481934,1.1979575
-121.9774731,38.00485975,5,0.0063589,5058932736,0.0342799,102009.9219,101026.1641,286.1982422,1.0089238
-121.9774731,37.96485975,5,0.0063589,5058932736,0.0342799,102009.9219,101026.1641,286.1982422,1.0089238
-121.9774731,48.00485975,3,0.0527501,3846893312,0.0339762,102002.8672,101170.3359,286.0663452,-0.9843038
-121.9774731,47.96485975,3,0.0527501,3846893312,0.0339762,102002.8672,101170.3359,286.0663452,-0.9843038
-121.9374731,36.60485975,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.0582269
-121.9374731,48.00485975,3,0.0527949,3830136576,0.033969,102005.7188,98907.60156,286.1548462,-0.9093885
-121.8974731,36.60485975,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.0582269
-121.8974731,36.56485975,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.0582269
-121.89,36.6,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.0582269
-121.8574731,36.60485975,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.1748942
-121.8574731,36.56485975,5,0.0125662,5157337600,0.0343851,101994.5078,100268.5,288.1905518,1.1748942
-120.7774731,35.20485975,4,0.0151325,5326231552,0.034392,101929.4141,100049.4531,288.9100342,1.264775
-120.7774731,35.16485975,4,0.0151325,5326231552,0.034392,101929.4141,100049.4531,288.9100342,1.264775
-120.76,35.18,4,0.0151325,5326231552,0.034392,101929.4141,100049.4531,288.9100342,1.3015033
-120.7374731,35.20485975,4,0.0155025,5336626176,0.0343753,101928.6094,99418.48438,288.8630371,1.3015033
-120.7374731,35.16485975,4,0.0155025,5336626176,0.0343753,101928.6094,99418.48438,288.8630371,1.3015033
-120.0174731,36.00485975,5,0.0138255,5275762688,0.0342442,101978.6406,99475.82813,288.1612549,2.4210086
-120.0174731,35.96485975,5,0.0138255,5275762688,0.0342442,101978.6406,99475.82813,288.1612549,2.4210086
-120.0174731,34.00485975,5,0.0272478,5501676544,0.0343085,101849.8203,101639.1328,291.5106201,0.8660756
-120.0174731,33.96485975,5,0.0272478,5501676544,0.0343085,101849.8203,101639.1328,291.5106201,0.8660756
-120,36,5,0.0138255,5275762688,0.0342442,101978.6406,99475.82813,288.1612549,2.4210086
-120,34,5,0.0272478,5501676544,0.0343085,101849.8203,101639.1328,291.5106201,0.8660756
-119.9774731,36.00485975,5,0.0138255,5275762688,0.0342442,101978.6406,99475.82813,288.1612549,2.4210086
-119.9774731,35.96485975,5,0.0138255,5275762688,0.0342442,101978.6406,99475.82813,288.1612549,2.4210086
-119.9774731,34.00485975,5,0.0272478,5501676544,0.0343085,101849.8203,101639.1328,291.5106201,0.8660756
-119.9774731,33.96485975,5,0.0272478,5501676544,0.0343085,101849.8203,101639.1328,291.5106201,0.8660756
-119.7374731,34.40485975,3,0.0247142,5474649088,0.0342729,101846.25,97913.50781,291.3042297,1.1472049
-119.6974731,34.44485975,3,0.0247142,5474649088,0.0342718,101846.25,97913.50781,291.3042297,1.2191586
-119.6974731,34.40485975,3,0.0247142,5474649088,0.0342729,101846.25,97913.50781,291.3042297,1.1472049
-119.69,34.41,3,0.0247142,5474649088,0.0342729,101846.25,97913.50781,291.3042297,1.1472049
-119.6574731,34.44485975,3,0.0247142,5474649088,0.0342718,101846.25,97913.50781,291.3042297,1.219905
-119.6574731,34.40485975,3,0.0247142,5474649088,0.0342729,101846.25,97913.50781,291.3042297,1.0674984
-119.4574731,34.36485975,7,0.0252013,5485642752,0.0342653,101848.3047,96921.16406,291.760376,1.1772956
-119.4574731,34.32485975,7,0.0253035,5495598592,0.0342653,101837.2344,99296.42188,292.0318604,1.0564167
-119.44,34.35,7,0.0255504,5492713984,0.0342616,101850.5,96441.75,292.0129089,1.1772956
-119.4174731,34.36485975,7,0.0255504,5492713984,0.0342616,101850.5,96441.75,292.0129089,1.1772956
-119.4174731,34.32485975,7,0.0255721,5499316224,0.0342616,101840.5625,98601.50781,292.1846924,1.0564167
-118.5374731,34.00485975,5,0.0285226,5588644864,0.034243,101850.0781,98803.60156,293.0756836,1.610929
-118.5,34.01,5,0.0285226,5588644864,0.034243,101850.0781,98803.60156,293.0756836,1.610929
-118.4974731,34.04485975,5,0.0285226,5588644864,0.0342372,101850.0781,98803.60156,293.0756836,1.7174358
-118.4974731,34.00485975,5,0.0285226,5588644864,0.034243,101850.0781,98803.60156,293.0756836,1.610929
-118.4574731,34.00485975,5,0.0285226,5588644864,0.034243,101850.0781,98803.60156,293.0756836,1.8524214
-118.2974731,33.72485975,4,0.0279689,5620701184,0.0342459,101832.0469,100286.1641,293.3656921,1.2636446
-118.2974731,33.68485975,4,0.0279689,5620701184,0.0342541,101832.0469,100286.1641,293.3656921,1.2636446
-118.27,33.72,4,0.0279689,5620701184,0.0342459,101832.0469,100286.1641,293.3656921,1.2636446
-118.2574731,33.72485975,4,0.0279689,5620701184,0.0342459,101832.0469,100286.1641,293.3656921,1.543782
-118.2574731,33.68485975,4,0.0279689,5620701184,0.0342541,101832.0469,100286.1641,293.3656921,1.543782
-118.2174731,33.72485975,4,0.0281303,5637246464,0.0342452,101831.3984,100282.6719,293.4679871,1.543782
-118.0174731,34.00485975,5,0.0292003,5612793344,0.0342283,101842.7109,98554.72656,293.5111694,1.4909638
-118.0174731,33.96485975,5,0.0292003,5612793344,0.0342283,101842.7109,98554.72656,293.5111694,1.4909638
-118,34,5,0.0292003,5612793344,0.0342283,101842.7109,98554.72656,293.5111694,1.4909638
-117.9774731,34.00485975,5,0.0292003,5612793344,0.0342283,101842.7109,98554.72656,293.5111694,1.4909638
-117.9774731,33.96485975,5,0.0292003,5612793344,0.0342283,101842.7109,98554.72656,293.5111694,1.4909638
-117.8974731,33.60485975,6,0.0284102,5657551872,0.0342572,101829.5391,100312.6875,293.8238525,1.2149707
-117.8974731,33.56485975,6,0.0284102,5657551872,0.0342572,101829.5391,100312.6875,293.8238525,1.2149707
-117.88,33.6,6,0.0284102,5657551872,0.0342572,101829.5391,100312.6875,293.8238525,1.2149707
-117.8574731,33.60485975,6,0.0284102,5657551872,0.0342572,101829.5391,100312.6875,293.8238525,1.2749308
-117.8574731,33.56485975,6,0.0284102,5657551872,0.0342572,101829.5391,100312.6875,293.8238525,1.2749308
-117.2974731,32.88485975,6,0.0297111,5376366080,0.0342974,101825.7813,100209.8906,294.0592346,0.4986995
-117.2974731,32.84485975,6,0.0301141,5426640384,0.0342974,101825.7969,100783.7031,294.0179443,0.4986995
-117.26,32.87,6,0.0297111,5376366080,0.0342974,101825.7813,100209.8906,294.0592346,0.5095045
-117.2574731,32.88485975,6,0.0297111,5376366080,0.0342974,101825.7813,100209.8906,294.0592346,0.5095045
-117.2574731,32.84485975,6,0.0301141,5426640384,0.0342974,101825.7969,100783.7031,294.0179443,0.5095045
-117.2174731,32.72485975,6,0.0309442,5407348736,0.0343016,101825.7969,100299.9766,293.969696,0.4792142
-117.2174731,32.88485975,6,0.0300084,5354257408,0.0342931,101826.4766,99392.85156,294.0660095,0.5095045
-117.2174731,32.84485975,6,0.0304257,5401922048,0.0342931,101826.4063,100023.5,294.0196838,0.5095045
-117.1774731,32.72485975,6,0.0309442,5407348736,0.0343016,101825.7969,100299.9766,293.969696,0.4792142
-117.1774731,32.68485975,6,0.0309442,5407348736,0.0343088,101825.7969,100299.9766,293.969696,0.4792142
-117.17,32.71,6,0.0309442,5407348736,0.0343088,101825.7969,100299.9766,293.969696,0.4792142
-117.1374731,32.72485975,6,0.0312958,5463545344,0.0342954,101827.1172,99216.39063,293.9368896,0.5888089
-117.1374731,32.68485975,6,0.0312958,5463545344,0.0343033,101827.1172,99216.39063,293.9368896,0.5888089
