X,Y,SLR,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK
-82.63,27.76,20,0.1189088,2104814720,0.0363428,101987.6563,101921.9844,303.2055664,-0.5244173
-82.61747315,27.76485975,20,0.1189088,2104814720,0.0363428,101987.6563,101921.9844,303.2055664,-0.5244173
-82.61747315,27.72485975,20,0.1192216,2135126016,0.0363428,101977.5156,101927.4922,303.194519,-0.5256568
-82.01747315,28.00485975,20,0.1223141,3182893312,0.0363546,101992.4453,101751.3203,302.8899231,-0.5271238
-82.01747315,27.96485975,20,0.1223141,3182893312,0.0363546,101992.4453,101751.3203,302.8899231,-0.5271238
-82.01747315,26.00485975,19,0.106113,2740240128,0.0363722,101938.1719,101895.2188,303.3406677,-0.8888615
-82.01747315,25.96485975,19,0.106113,2740240128,0.0363722,101938.1719,101895.2188,303.3406677,-0.8888615
-82.01747315,32.00485975,20,0.3073381,849538368,0.0365526,102030.8359,101801.3203,301.4538269,-0.6255783
-82.01747315,31.96485975,20,0.3073381,849538368,0.0365526,102030.8359,101801.3203,301.4538269,-0.6255783
-82.01747315,30.00485975,19,0.1621671,1163261952,0.0363742,102024.0156,101789.6797,301.8572998,-0.5143302
-82.01747315,29.96485975,19,0.1621671,1163261952,0.0363742,102024.0156,101789.6797,301.8572998,-0.5143302
-82,32,20,0.3073381,849538368,0.0365526,102030.8359,101801.3203,301.4538269,-0.6255783
-82,30,19,0.1621671,1163261952,0.0363742,102024.0156,101789.6797,301.8572998,-0.5143302
-82,28,20,0.1223141,3182893312,0.0363546,101992.4453,101751.3203,302.8899231,-0.5271238
-82,26,19,0.106113,2740240128,0.0363722,101938.1719,101895.2188,303.3406677,-0.8888615
-81.97747315,28.00485975,20,0.1223141,3182893312,0.0363546,101992.4453,101751.3203,302.8899231,-0.5271238
-81.97747315,27.96485975,20,0.1223141,3182893312,0.0363546,101992.4453,101751.3203,302.8899231,-0.5271238
-81.97747315,26.00485975,19,0.106113,2740240128,0.0363722,101938.1719,101895.2188,303.3406677,-0.8888615
-81.97747315,25.96485975,19,0.106113,2740240128,0.0363722,101938.1719,101895.2188,303.3406677,-0.8888615
-81.97747315,32.00485975,20,0.3073381,849538368,0.0365526,102030.8359,101801.3203,301.4538269,-0.6255783
-81.97747315,31.96485975,20,0.3073381,849538368,0.0365526,102030.8359,101801.3203,301.4538269,-0.6255783
-81.97747315,30.00485975,19,0.1621671,1163261952,0.0363742,102024.0156,101789.6797,301.8572998,-0.5143302
-81.97747315,29.96485975,19,0.1621671,1163261952,0.0363742,102024.0156,101789.6797,301.8572998,-0.5143302
-81.89747315,26.68485975,19,0.1171104,3755811840,0.0363711,101974.0859,101851.7734,303.2326355,-0.6202433
-81.89747315,26.64485975,19,0.115928,3689228544,0.0363711,101958.4297,101862.4922,303.2100525,-0.6202433
-81.87,26.65,19,0.1171104,3755811840,0.0363711,101974.0859,101851.7734,303.2326355,-0.6202433
-81.85747315,26.68485975,19,0.1171104,3755811840,0.0363711,101974.0859,101851.7734,303.2326355,-0.6202379
-81.85747315,26.64485975,19,0.115928,3689228544,0.0363711,101958.4297,101862.4922,303.2100525,-0.6202379
-81.85747315,26.12485975,18,0.1080417,2933175040,0.0363718,101933.4688,101896.4688,303.3191528,-0.8858766
-81.81747315,26.16485975,18,0.1098761,3192246528,0.0363725,101941.25,101887.2344,303.2912292,-0.8759028
-81.81747315,26.12485975,18,0.1084336,2982948608,0.0363725,101938.5859,101893.0234,303.3134766,-0.8858766
-81.81747315,24.56485975,19,0.1089784,5383400448,0.0363657,101894.4141,101866.9219,302.9285278,-1.1706152
-81.81747315,24.52485975,19,0.1103609,5699002880,0.0363657,101890.5938,101867.4141,302.8217468,-1.1482131
-81.81,24.55,19,0.1089784,5383400448,0.0363657,101894.4141,101866.9219,302.9285278,-1.1706152
-81.81,26.13,18,0.1084336,2982948608,0.0363725,101938.5859,101893.0234,303.3134766,-0.8858766
-81.77747315,26.12485975,18,0.1084336,2982948608,0.0363725,101938.5859,101893.0234,303.3134766,-0.8858766
-81.77747315,24.56485975,19,0.1089784,5383400448,0.0363657,101894.4141,101866.9219,302.9285278,-1.1706152
-81.77747315,24.52485975,19,0.1103609,5699002880,0.0363657,101890.5938,101867.4141,302.8217468,-1.1482131
-81.49747315,30.68485975,19,0.2282618,1267916416,0.0364724,102035.5156,101979.7891,301.3313599,-0.542594
-81.49747315,30.64485975,19,0.2184163,1366217728,0.0364724,102028.9063,101982.9922,301.3351746,-0.542594
-81.47,30.67,19,0.2282618,1267916416,0.0364724,102035.5156,101979.7891,301.3313599,-0.542594
-81.45747315,30.68485975,19,0.2282618,1267916416,0.0364724,102035.5156,101979.7891,301.3313599,-0.5650108
-81.45747315,30.64485975,19,0.2184163,1366217728,0.0364724,102028.9063,101982.9922,301.3351746,-0.5650108
-81.45747315,30.40485975,20,0.200217,1492782592,0.0364575,102022.8828,101979.8516,301.3735962,-0.5857795
-81.45747315,30.36485975,20,0.200217,1492782592,0.0364575,102022.8828,101979.8516,301.3735962,-0.5857795
-81.43,30.39,20,0.2015975,1670718464,0.0364536,102026.7656,101999.2344,301.3949585,-0.5857795
-81.41747315,30.40485975,20,0.2015975,1670718464,0.0364536,102026.7656,101999.2344,301.3949585,-0.5857795
-81.41747315,30.36485975,20,0.2015975,1670718464,0.0364536,102026.7656,101999.2344,301.3949585,-0.5857795
-81.13747315,24.72485975,19,0.1098558,7887200256,0.0363599,101908.9766,101910.0625,303.0564575,-1.0067643
-81.13747315,24.68485975,19,0.1098558,7887200256,0.0363592,101908.9766,101910.0625,303.0564575,-1.0067643
-81.11,24.71,19,0.1098558,7887200256,0.0363592,101908.9766,101910.0625,303.0564575,-1.0067643
-81.09747315,24.72485975,19,0.1098558,7887200256,0.0363599,101908.9766,101910.0625,303.0564575,-1.0067643
-81.09747315,24.68485975,19,0.1098558,7887200256,0.0363592,101908.9766,101910.0625,303.0564575,-1.0067643
-81.01747315,29.24485975,19,0.1433046,3651168000,0.0364045,102001.8438,101921.5391,301.536377,-0.5002877
-81.01747315,29.20485975,19,0.1433046,3651168000,0.0364032,102001.8438,101921.5391,301.536377,-0.5143726
-81,29.23,19,0.1433046,3651168000,0.0364045,102001.8438,101921.5391,301.536377,-0.5143726
-80.97747315,29.24485975,19,0.1433046,3651168000,0.0364045,102001.8438,101921.5391,301.536377,-0.5002877
-80.97747315,29.20485975,19,0.1433046,3651168000,0.0364032,102001.8438,101921.5391,301.536377,-0.5143726
-80.93747315,32.04485975,21,0.376679,280112480,0.0365174,102044.9766,101966.7813,301.6538696,-0.5978933
-80.93747315,32.00485975,21,0.376679,280112480,0.0365121,102044.9766,101966.7813,301.6538696,-0.5957104
-80.9,32.03,21,0.376679,280112480,0.0365174,102044.9766,101966.7813,301.6538696,-0.5957104
-80.89747315,32.04485975,21,0.376679,280112480,0.0365174,102044.9766,101966.7813,301.6538696,-0.5978933
-80.89747315,32.00485975,21,0.376679,280112480,0.0365121,102044.9766,101966.7813,301.6538696,-0.5957104
-80.85747315,32.04485975,21,0.376679,280112480,0.0365174,102044.9766,101966.7813,301.6538696,-0.6004404
-80.85747315,32.00485975,21,0.376679,280112480,0.0365121,102044.9766,101966.7813,301.6538696,-0.5981448
-80.61747315,28.44485975,19,0.1353863,7661070336,0.0363852,101986.7578,101936.5703,301.7807312,-0.4798985
-80.61747315,28.40485975,19,0.1353863,7661070336,0.0363851,101986.7578,101936.5703,301.7807312,-0.4795962
-80.59,28.41,19,0.1353863,7661070336,0.0363851,101986.7578,101936.5703,301.7807312,-0.4795962
-80.57747315,28.44485975,19,0.1353863,7661070336,0.0363852,101986.7578,101936.5703,301.7807312,-0.4798985
-80.57747315,28.40485975,19,0.1353863,7661070336,0.0363851,101986.7578,101936.5703,301.7807312,-0.4795962
-80.17747315,25.76485975,20,0.1252716,8321569792,0.0363534,101911.7188,101877.7578,302.7905884,-0.7558942
-80.17747315,25.72485975,20,0.1244176,8447732224,0.0363534,101910.8828,101878.8828,302.8183899,-0.7805861
-80.16,25.73,20,0.1244176,8447732224,0.0363534,101910.8828,101878.8828,302.8183899,-0.7768054
-80.13747315,25.80485975,20,0.1258876,8638380032,0.0363518,101907.4219,101879.3516,302.7658386,-0.758974
-80.13747315,25.76485975,20,0.1258876,8638380032,0.0363518,101907.4219,101879.3516,302.7658386,-0.758974
-80.13747315,25.72485975,20,0.1250325,8826133504,0.0363518,101904.4063,101879.3828,302.7897949,-0.7768054
-80.13,25.77,20,0.1258876,8638380032,0.0363518,101907.4219,101879.3516,302.7658386,-0.758974
-80.09747315,25.76485975,20,0.1258876,8638380032,0.0363518,101907.4219,101879.3516,302.7658386,-0.758974
-80.01747315,28.00485975,20,0.1318031,10110396416,0.0363561,101972.1641,101957.2422,302.3406067,-0.4931933
-80.01747315,27.96485975,20,0.1318031,10110396416,0.0363561,101972.1641,101957.2422,302.3406067,-0.4931933
-80.01747315,26.00485975,20,0.1286572,8838146048,0.0363517,101914.1563,101884.1563,302.6903381,-0.7426818
-80.01747315,25.96485975,20,0.1286572,8838146048,0.0363517,101914.1563,101884.1563,302.6903381,-0.7426818
-80.01747315,32.00485975,21,0.3993744,2144691584,0.0364506,102002.4219,101998.3828,301.3491516,-0.7058137
-80.01747315,31.96485975,21,0.3993744,2144691584,0.0364506,102002.4219,101998.3828,301.3491516,-0.7058137
